partido,jugador,mercado,linea,handicap,cuota
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,RA Más/Menos,Más 4.5,4.5,2.12
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,RA Más/Menos,Menos 4.5,4.5,1.67
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,RA Más/Menos,Más 4.5,4.5,1.82
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,RA Más/Menos,Menos 4.5,4.5,1.91
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,RA Más/Menos,Más 4.5,4.5,1.83
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,RA Más/Menos,Menos 4.5,4.5,1.9
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,RA Más/Menos,Más 4.5,4.5,1.72
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,RA Más/Menos,Menos 4.5,4.5,2.05
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,RA Más/Menos,Más 3.5,3.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,RA Más/Menos,Menos 3.5,3.5,1.98
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,RA Más/Menos,Más 1.5,1.5,1.52
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,RA Más/Menos,Menos 1.5,1.5,2.42
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,RA Más/Menos,Más 1.5,1.5,2.15
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,RA Más/Menos,Menos 1.5,1.5,1.65
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,PR Más/Menos,Más 32.5,32.5,1.8
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,PR Más/Menos,Menos 32.5,32.5,1.95
Los Angeles Lakers Oklahoma City Thunder,LeBron James,PR Más/Menos,Más 28.5,28.5,1.82
Los Angeles Lakers Oklahoma City Thunder,LeBron James,PR Más/Menos,Menos 28.5,28.5,1.93
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,PR Más/Menos,Más 26.5,26.5,1.88
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,PR Más/Menos,Menos 26.5,26.5,1.85
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,PR Más/Menos,Más 24.5,24.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,PR Más/Menos,Menos 24.5,24.5,1.98
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,PR Más/Menos,Más 20.5,20.5,1.98
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,PR Más/Menos,Menos 20.5,20.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,PR Más/Menos,Más 18.5,18.5,1.95
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,PR Más/Menos,Menos 18.5,18.5,1.8
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,PR Más/Menos,Más 17.5,17.5,1.88
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,PR Más/Menos,Menos 17.5,17.5,1.87
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,PR Más/Menos,Más 16.5,16.5,1.75
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,PR Más/Menos,Menos 16.5,16.5,2.02
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,PR Más/Menos,Más 14.5,14.5,1.83
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,PR Más/Menos,Menos 14.5,14.5,1.91
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,PR Más/Menos,Más 10.5,10.5,1.75
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,PR Más/Menos,Menos 10.5,10.5,2.0
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,PR Más/Menos,Más 9.5,9.5,1.93
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,PR Más/Menos,Menos 9.5,9.5,1.8
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,PR Más/Menos,Más 9.5,9.5,2.0
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,PR Más/Menos,Menos 9.5,9.5,1.75
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,PR Más/Menos,Más 9.5,9.5,1.98
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,PR Más/Menos,Menos 9.5,9.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,PR Más/Menos,Más 8.5,8.5,2.02
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,PR Más/Menos,Menos 8.5,8.5,1.75
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,PR Más/Menos,Más 7.5,7.5,1.87
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,PR Más/Menos,Menos 7.5,7.5,1.87
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,PR Más/Menos,Más 7.5,7.5,1.88
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,PR Más/Menos,Menos 7.5,7.5,1.85
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,PR Más/Menos,Más 4.5,4.5,1.8
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,PR Más/Menos,Menos 4.5,4.5,1.95
Los Angeles Lakers Oklahoma City Thunder,Jake LaRavia,PR Más/Menos,Más 4.5,4.5,1.9
Los Angeles Lakers Oklahoma City Thunder,Jake LaRavia,PR Más/Menos,Menos 4.5,4.5,1.85
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,PA Más/Menos,Más 35.5,35.5,1.67
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,PA Más/Menos,Menos 35.5,35.5,2.1
Los Angeles Lakers Oklahoma City Thunder,LeBron James,PA Más/Menos,Más 29.5,29.5,1.78
Los Angeles Lakers Oklahoma City Thunder,LeBron James,PA Más/Menos,Menos 29.5,29.5,1.98
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,PA Más/Menos,Más 28.5,28.5,1.95
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,PA Más/Menos,Menos 28.5,28.5,1.8
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,PA Más/Menos,Más 20.5,20.5,1.87
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,PA Más/Menos,Menos 20.5,20.5,1.87
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,PA Más/Menos,Más 17.5,17.5,1.82
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,PA Más/Menos,Menos 17.5,17.5,1.93
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,PA Más/Menos,Más 15.5,15.5,1.87
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,PA Más/Menos,Menos 15.5,15.5,1.87
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,PA Más/Menos,Más 14.5,14.5,1.82
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,PA Más/Menos,Menos 14.5,14.5,1.93
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,PA Más/Menos,Más 10.5,10.5,1.62
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,PA Más/Menos,Menos 10.5,10.5,2.22
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,PA Más/Menos,Más 10.5,10.5,1.85
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,PA Más/Menos,Menos 10.5,10.5,1.88
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,PA Más/Menos,Más 9.5,9.5,1.75
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,PA Más/Menos,Menos 9.5,9.5,2.0
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,PA Más/Menos,Más 8.5,8.5,2.02
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,PA Más/Menos,Menos 8.5,8.5,1.75
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,PA Más/Menos,Más 8.5,8.5,1.87
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,PA Más/Menos,Menos 8.5,8.5,1.87
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,PA Más/Menos,Más 7.5,7.5,1.75
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,PA Más/Menos,Menos 7.5,7.5,2.0
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,PA Más/Menos,Más 6.5,6.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,PA Más/Menos,Menos 6.5,6.5,1.98
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,PA Más/Menos,Más 5.5,5.5,2.0
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,PA Más/Menos,Menos 5.5,5.5,1.75
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,PA Más/Menos,Más 5.5,5.5,2.0
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,PA Más/Menos,Menos 5.5,5.5,1.75
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,PA Más/Menos,Más 4.5,4.5,1.98
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,PA Más/Menos,Menos 4.5,4.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,PB Más/Menos,Más 29.5,29.5,1.82
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,PB Más/Menos,Menos 29.5,29.5,1.93
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,PB Más/Menos,Más 23.5,23.5,1.95
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,PB Más/Menos,Menos 23.5,23.5,1.78
Los Angeles Lakers Oklahoma City Thunder,LeBron James,PB Más/Menos,Más 22.5,22.5,1.82
Los Angeles Lakers Oklahoma City Thunder,LeBron James,PB Más/Menos,Menos 22.5,22.5,1.93
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,PB Más/Menos,Más 18.5,18.5,1.93
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,PB Más/Menos,Menos 18.5,18.5,1.82
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,PB Más/Menos,Más 16.5,16.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,PB Más/Menos,Menos 16.5,16.5,1.98
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,PB Más/Menos,Más 13.5,13.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,PB Más/Menos,Menos 13.5,13.5,1.98
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,PB Más/Menos,Más 12.5,12.5,1.95
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,PB Más/Menos,Menos 12.5,12.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,PB Más/Menos,Más 10.5,10.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,PB Más/Menos,Menos 10.5,10.5,1.95
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,PB Más/Menos,Más 8.5,8.5,1.87
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,PB Más/Menos,Menos 8.5,8.5,1.87
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,PB Más/Menos,Más 8.5,8.5,1.98
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,PB Más/Menos,Menos 8.5,8.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,PB Más/Menos,Más 6.5,6.5,1.88
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,PB Más/Menos,Menos 6.5,6.5,1.85
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,PB Más/Menos,Más 6.5,6.5,1.75
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,PB Más/Menos,Menos 6.5,6.5,2.0
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,PB Más/Menos,Más 6.5,6.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,PB Más/Menos,Menos 6.5,6.5,1.98
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,PB Más/Menos,Más 5.5,5.5,2.0
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,PB Más/Menos,Menos 5.5,5.5,1.75
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,PB Más/Menos,Más 4.5,4.5,2.0
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,PB Más/Menos,Menos 4.5,4.5,1.75
Los Angeles Lakers Oklahoma City Thunder,Jake LaRavia,PB Más/Menos,Más 2.5,2.5,1.7
Los Angeles Lakers Oklahoma City Thunder,Jake LaRavia,PB Más/Menos,Menos 2.5,2.5,2.07
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Robos+Tapones Más/Menos,Más 3.5,3.5,2.27
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Robos+Tapones Más/Menos,Menos 3.5,3.5,1.6
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Robos+Tapones Más/Menos,Más 2.5,2.5,2.45
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Robos+Tapones Más/Menos,Menos 2.5,2.5,1.52
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,Robos+Tapones Más/Menos,Más 1.5,1.5,2.05
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,Robos+Tapones Más/Menos,Menos 1.5,1.5,1.72
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Robos+Tapones Más/Menos,Más 1.5,1.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Robos+Tapones Más/Menos,Menos 1.5,1.5,1.98
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,Robos+Tapones Más/Menos,Más 1.5,1.5,1.62
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,Robos+Tapones Más/Menos,Menos 1.5,1.5,2.2
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Robos+Tapones Más/Menos,Más 1.5,1.5,1.67
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Robos+Tapones Más/Menos,Menos 1.5,1.5,2.12
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,Robos+Tapones Más/Menos,Más 1.5,1.5,1.93
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,Robos+Tapones Más/Menos,Menos 1.5,1.5,1.82
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,Robos+Tapones Más/Menos,Más 1.5,1.5,2.5
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,Robos+Tapones Más/Menos,Menos 1.5,1.5,1.5
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,Robos+Tapones Más/Menos,Más 1.5,1.5,2.67
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,Robos+Tapones Más/Menos,Menos 1.5,1.5,1.44
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,Robos+Tapones Más/Menos,Más 1.5,1.5,1.7
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,Robos+Tapones Más/Menos,Menos 1.5,1.5,2.07
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Robos+Tapones Más/Menos,Más 1.5,1.5,1.5
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Robos+Tapones Más/Menos,Menos 1.5,1.5,2.47
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Robos+Tapones Más/Menos,Más 1.5,1.5,2.25
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Robos+Tapones Más/Menos,Menos 1.5,1.5,1.6
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,Robos+Tapones Más/Menos,Más 0.5,0.5,1.65
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,Robos+Tapones Más/Menos,Menos 0.5,0.5,2.15
Los Angeles Lakers Oklahoma City Thunder,Jake LaRavia,Robos+Tapones Más/Menos,Más 0.5,0.5,1.87
Los Angeles Lakers Oklahoma City Thunder,Jake LaRavia,Robos+Tapones Más/Menos,Menos 0.5,0.5,1.87
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,Robos+Tapones Más/Menos,Más 0.5,0.5,1.62
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,Robos+Tapones Más/Menos,Menos 0.5,0.5,2.2
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,Robos+Tapones Más/Menos,Más 0.5,0.5,1.44
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,Robos+Tapones Más/Menos,Menos 0.5,0.5,2.67
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,PRB Más/Menos,Más 33.5,33.5,1.85
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,PRB Más/Menos,Menos 33.5,33.5,1.9
Los Angeles Lakers Oklahoma City Thunder,LeBron James,PRB Más/Menos,Más 29.5,29.5,1.9
Los Angeles Lakers Oklahoma City Thunder,LeBron James,PRB Más/Menos,Menos 29.5,29.5,1.85
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,PRB Más/Menos,Más 27.5,27.5,1.91
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,PRB Más/Menos,Menos 27.5,27.5,1.83
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,PRB Más/Menos,Más 26.5,26.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,PRB Más/Menos,Menos 26.5,26.5,1.98
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,PRB Más/Menos,Más 20.5,20.5,1.9
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,PRB Más/Menos,Menos 20.5,20.5,1.83
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,PRB Más/Menos,Más 19.5,19.5,1.8
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,PRB Más/Menos,Menos 19.5,19.5,1.93
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,PRB Más/Menos,Más 17.5,17.5,1.88
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,PRB Más/Menos,Menos 17.5,17.5,1.85
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,PRB Más/Menos,Más 17.5,17.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,PRB Más/Menos,Menos 17.5,17.5,1.98
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,PRB Más/Menos,Más 15.5,15.5,1.9
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,PRB Más/Menos,Menos 15.5,15.5,1.85
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,PRB Más/Menos,Más 11.5,11.5,2.0
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,PRB Más/Menos,Menos 11.5,11.5,1.75
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,PRB Más/Menos,Más 9.5,9.5,1.85
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,PRB Más/Menos,Menos 9.5,9.5,1.9
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,PRB Más/Menos,Más 9.5,9.5,1.9
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,PRB Más/Menos,Menos 9.5,9.5,1.85
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,PRB Más/Menos,Más 9.5,9.5,1.87
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,PRB Más/Menos,Menos 9.5,9.5,1.87
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,PRB Más/Menos,Más 8.5,8.5,1.75
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,PRB Más/Menos,Menos 8.5,8.5,2.0
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,PRB Más/Menos,Más 7.5,7.5,1.85
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,PRB Más/Menos,Menos 7.5,7.5,1.88
Los Angeles Lakers Oklahoma City Thunder,Jake LaRavia,PRB Más/Menos,Más 4.5,4.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Jake LaRavia,PRB Más/Menos,Menos 4.5,4.5,1.95
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Faltas Más/Menos,Más 3.5,3.5,1.82
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Faltas Más/Menos,Menos 3.5,3.5,1.85
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Faltas Más/Menos,Más 3.5,3.5,2.25
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Faltas Más/Menos,Menos 3.5,3.5,1.55
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,Faltas Más/Menos,Más 3.5,3.5,2.2
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,Faltas Más/Menos,Menos 3.5,3.5,1.57
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Faltas Más/Menos,Más 2.5,2.5,1.65
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Faltas Más/Menos,Menos 2.5,2.5,2.05
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,Faltas Más/Menos,Más 2.5,2.5,2.12
Los Angeles Lakers Oklahoma City Thunder,Jaxson Hayes,Faltas Más/Menos,Menos 2.5,2.5,1.62
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,Faltas Más/Menos,Más 2.5,2.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,Faltas Más/Menos,Menos 2.5,2.5,1.88
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Faltas Más/Menos,Más 2.5,2.5,2.15
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Faltas Más/Menos,Menos 2.5,2.5,1.6
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,Faltas Más/Menos,Más 2.5,2.5,2.02
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,Faltas Más/Menos,Menos 2.5,2.5,1.67
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Faltas Más/Menos,Más 2.5,2.5,1.65
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Faltas Más/Menos,Menos 2.5,2.5,2.05
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,Faltas Más/Menos,Más 1.5,1.5,1.57
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,Faltas Más/Menos,Menos 1.5,1.5,2.2
Los Angeles Lakers Oklahoma City Thunder,Jake LaRavia,Faltas Más/Menos,Más 1.5,1.5,2.15
Los Angeles Lakers Oklahoma City Thunder,Jake LaRavia,Faltas Más/Menos,Menos 1.5,1.5,1.6
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,Faltas Más/Menos,Más 1.5,1.5,1.53
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,Faltas Más/Menos,Menos 1.5,1.5,2.27
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,Faltas Más/Menos,Más 1.5,1.5,1.5
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,Faltas Más/Menos,Menos 1.5,1.5,2.37
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,Faltas Más/Menos,Más 1.5,1.5,1.55
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,Faltas Más/Menos,Menos 1.5,1.5,2.25
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,Faltas Más/Menos,Más 1.5,1.5,1.83
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,Faltas Más/Menos,Menos 1.5,1.5,1.83
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Faltas Más/Menos,Más 1.5,1.5,1.47
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Faltas Más/Menos,Menos 1.5,1.5,2.42
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,Faltas Más/Menos,Más 0.5,0.5,1.52
Los Angeles Lakers Oklahoma City Thunder,Jared McCain,Faltas Más/Menos,Menos 0.5,0.5,2.32
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,Faltas Más/Menos,Más 0.5,0.5,1.65
Los Angeles Lakers Oklahoma City Thunder,Isaiah Joe,Faltas Más/Menos,Menos 0.5,0.5,2.05
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Puntos 1er período,Más 8.5,8.5,1.93
Los Angeles Lakers Oklahoma City Thunder,Shai Gilgeous-Alexander,Puntos 1er período,Menos 8.5,8.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Puntos 1er período,Más 5.5,5.5,1.93
Los Angeles Lakers Oklahoma City Thunder,Austin Reaves,Puntos 1er período,Menos 5.5,5.5,1.78
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Puntos 1er período,Más 4.5,4.5,2.05
Los Angeles Lakers Oklahoma City Thunder,Chet Holmgren,Puntos 1er período,Menos 4.5,4.5,1.7
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Puntos 1er período,Más 4.5,4.5,1.72
Los Angeles Lakers Oklahoma City Thunder,LeBron James,Puntos 1er período,Menos 4.5,4.5,2.02
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Puntos 1er período,Más 3.5,3.5,1.83
Los Angeles Lakers Oklahoma City Thunder,Rui Hachimura,Puntos 1er período,Menos 3.5,3.5,1.88
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,Puntos 1er período,Más 3.5,3.5,1.95
Los Angeles Lakers Oklahoma City Thunder,Ajay Mitchell,Puntos 1er período,Menos 3.5,3.5,1.75
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Puntos 1er período,Más 2.5,2.5,1.75
Los Angeles Lakers Oklahoma City Thunder,Marcus Smart,Puntos 1er período,Menos 2.5,2.5,1.98
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,Puntos 1er período,Más 2.5,2.5,2.25
Los Angeles Lakers Oklahoma City Thunder,Deandre Ayton,Puntos 1er período,Menos 2.5,2.5,1.57
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,Puntos 1er período,Más 1.5,1.5,1.67
Los Angeles Lakers Oklahoma City Thunder,Luke Kennard,Puntos 1er período,Menos 1.5,1.5,2.07
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,Puntos 1er período,Más 1.5,1.5,1.62
Los Angeles Lakers Oklahoma City Thunder,Isaiah Hartenstein,Puntos 1er período,Menos 1.5,1.5,2.15
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,Puntos 1er período,Más 1.5,1.5,1.67
Los Angeles Lakers Oklahoma City Thunder,Cason Wallace,Puntos 1er período,Menos 1.5,1.5,2.07
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,Puntos 1er período,Más 1.5,1.5,1.7
Los Angeles Lakers Oklahoma City Thunder,Luguentz Dort,Puntos 1er período,Menos 1.5,1.5,2.05
Los Angeles Lakers Oklahoma City Thunder,Jake LaRavia,Puntos 1er período,Más 0.5,0.5,2.42
Los Angeles Lakers Oklahoma City Thunder,Jake LaRavia,Puntos 1er período,Menos 0.5,0.5,1.5
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,Puntos 1er período,Más 0.5,0.5,2.0
Los Angeles Lakers Oklahoma City Thunder,Alex Caruso,Puntos 1er período,Menos 0.5,0.5,1.72
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,Puntos 1er período,Más 0.5,0.5,2.07
Los Angeles Lakers Oklahoma City Thunder,Jaylin Williams,Puntos 1er período,Menos 0.5,0.5,1.67
